last_name,first_name,cell,home,account#,score
Oldam,Basil,515-990-0068,408-205-9330,954-Z5T-584,4310
Furzer,Nerte,434-193-1101,304-110-8786,086-yUb-179,3200
Biggerdike,Purcell,913-329-8821,832-461-9489,445-JWD-270,11070
Rubrow,Allyn,504-685-7896,209-697-6207,160-wEO-999,2580
Fownes,Regina,402-827-4412,419-366-9985,784-yI2-909,2800
Nyland,Evita,562-751-2726,757-623-7559,052-CTn-846,2410
Haxley,Teddie,212-563-7492,414-530-1332,002-1PM-072,8430
Ganforthe,Elspeth,205-782-4012,559-102-9566,860-zJv-669,9980
Jacox,Dell,203-190-8022,754-705-7167,676-XdN-178,10990
Bister,Ellene,214-478-4812,757-182-9903,981-BUo-456,-1190
Paike,Cherie,917-162-2838,210-962-5134,656-N93-778,-2360
Michel,Hollyanne,949-429-7010,432-623-8557,307-GnY-047,4700
Drinkale,Kristopher,518-131-0958,651-229-2517,717-h1M-776,11500
Hovard,Danila,518-973-3334,650-565-2531,157-E2t-461,1360
Van der Velden,Izaak,661-593-7490,979-175-1834,589-EFR-314,5330
Perkis,Eugine,646-550-7383,608-717-5786,611-Iho-474,-1830
Treadger,Galen,202-116-1299,714-529-8416,439-VRw-660,10110
Housego,Rahel,321-513-3494,917-771-8195,214-06h-791,6300
Benza,Udale,913-393-9717,718-802-7469,459-w7U-855,-4070
MacCosty,Maryann,770-503-2456,217-874-8997,964-hNZ-736,1010
Kenneway,Collette,352-238-0140,212-539-4099,985-M57-954,-3630
Greig,Prudi,731-565-2424,916-407-8578,707-Jbu-188,1390
Spare,Elston,774-116-0684,404-498-9197,242-Sbs-826,6420
Males,Axel,704-483-2662,318-465-9047,240-lHj-554,4920
Rudall,Ragnar,813-729-7354,860-341-3373,309-eoL-795,7120
Badman,Jarred,303-534-9108,318-960-9801,689-DB6-494,-2260
Jeacock,Torrey,325-881-9233,936-684-0354,069-C9p-581,4920
Petteford,Lizzie,720-699-0522,818-307-8629,781-7fn-102,9260
Sleit,Sadye,850-802-2124,402-440-7014,546-kgW-232,-5520
Glader,Raffaello,513-238-4040,785-942-5885,001-pH2-680,-360
Dy,Fee,904-752-9743,202-142-0706,455-hzP-079,-480
Lasselle,Cathyleen,407-737-1428,229-985-2208,347-IhI-380,6920
Peltzer,Josiah,202-553-6431,301-670-6417,011-X0I-365,1120
Dohmann,Caryl,206-449-5478,571-226-7382,819-Lzv-582,1020
Galloway,Georgia,513-102-7373,937-855-6379,402-L22-332,-960
Palia,Maurine,765-870-6978,231-823-6519,305-xH9-449,12050
Willimott,Grannie,202-964-6372,618-857-3509,589-q6c-438,12290
Karpf,Donni,502-131-0136,303-463-5801,867-dAM-537,10640
William,Coreen,860-138-8558,806-870-8782,000-ITp-242,2180
Falloon,Ermina,949-369-9811,530-405-4236,192-Jch-247,-4220
Bruntjen,Kipp,517-359-3556,606-651-1295,106-NjK-228,9900
Wemm,Karilynn,239-955-2301,816-176-5818,327-y4P-771,890
Trousdell,Andeee,304-620-2530,313-292-3101,964-U81-691,14850
Bearsmore,Hewett,508-577-9295,609-771-2623,561-Q0w-622,13370
Dongall,Cari,678-639-9105,720-375-9453,490-EO6-502,11180
Rushforth,Deny,310-391-5863,713-236-9379,155-KRz-190,11540
Kolodziej,Glendon,260-681-2290,217-925-4871,709-mck-564,3690
Clifford,Caspar,754-847-9367,678-820-1868,965-ycR-952,7050
Grigorushkin,Molli,402-527-7341,405-195-8322,352-IqJ-631,270
Hammatt,Boote,763-727-9744,361-271-3546,026-2W4-095,-1370
Keson,Rori,312-645-0193,612-953-9142,738-Qa0-569,3140
Khan,Ricardo,574-839-6865,304-444-9014,936-6gL-691,1610
Pipe,Jobyna,816-828-6959,508-724-3500,395-O8t-715,3410
Geertz,Dallas,314-223-5132,816-686-0055,515-9lB-452,-600
Reymers,Onofredo,202-527-0381,678-334-0944,237-obR-524,1650
Betjes,Rebbecca,843-289-3238,405-763-3500,645-6C6-122,3000
Mion,Tiffi,813-544-7285,210-260-4188,585-PT7-555,5630
Argyle,Nina,432-507-3612,512-735-4625,194-eQo-553,10760
Bau,Aubree,260-260-6453,901-844-1479,145-xPj-521,1260
McCulloch,Tiffani,989-631-8641,814-800-9687,740-jTF-792,6840
Barwick,Gran,504-964-5846,239-113-3852,006-uEa-320,5690
Buckhurst,Cori,702-656-9574,757-139-8652,406-3mR-459,13620
Leet,Moria,323-657-6064,617-875-1432,784-TbI-751,-260
Tennison,Ahmad,419-406-4625,808-114-3204,489-rvz-858,5750
Yaakov,Iggie,909-821-6749,804-550-2463,418-DRq-592,8420
Reason,Karlyn,504-851-9254,260-956-4173,443-Aus-361,4010
Deners,Samson,419-818-4498,704-458-3440,008-y0G-813,1860
Beamiss,Denice,323-914-1341,702-721-4928,181-w9x-795,-4200
Meadowcroft,Ive,302-824-5572,515-125-2739,747-fvV-907,8970
Linnell,Basia,570-918-3433,615-193-6214,188-YVn-097,15420
Follos,Berty,303-504-9394,304-688-0050,669-t1h-531,12920
Keenor,Dwayne,626-108-7094,480-159-0964,380-hfT-219,5180
Medd,Itch,502-611-1428,239-199-5556,176-MyK-467,10650
Arnfield,Jobie,817-371-6828,706-830-8911,294-eDr-209,5530
Assard,Warner,404-773-1470,718-405-5501,299-JgM-132,13800
O'Lunny,Glenn,339-300-4167,804-543-6392,985-KN3-278,6860
Ivins,Alvan,714-923-2929,585-329-4914,728-GrQ-833,6310
Shergold,Jorie,267-750-3306,804-475-1665,014-HXn-657,3710
Yallowley,Lori,214-449-4347,330-334-5036,887-ETO-311,9500
Jervis,Jefferey,785-630-1213,775-170-0658,331-2XR-553,4370
Attow,Kylynn,626-658-7053,505-697-4619,369-bWe-985,3350
Mongan,Meredithe,941-183-9137,661-947-5708,608-mLz-873,7530
McKeller,Olivette,313-469-5501,314-901-9023,192-qYR-468,8230
McLanaghan,Adriaens,202-287-1235,319-379-7362,223-mCH-373,7830
Rowley,Murdock,718-274-0328,412-206-1536,493-LgH-303,9890
Dunkley,Adelbert,267-780-3714,727-576-1387,330-0kr-519,8740
Ziemsen,Gustav,757-804-4205,562-199-7503,934-N2X-650,6040
Morfield,Giacomo,202-556-3060,786-664-0195,486-mec-320,2540
Olek,Sigismundo,614-928-4364,909-766-7617,695-P2H-730,-3770
Koubu,Damiano,208-808-5721,804-123-7336,482-qU7-809,6650
Malmar,Cheston,517-944-1791,202-473-3085,373-KTZ-153,7980
Carleman,Georgeanna,574-976-5554,213-608-0385,284-Y9J-301,-400
Shovell,Crystal,646-225-8972,817-995-4706,100-yHS-226,12870
Carbry,Nelia,484-380-4059,205-694-1290,785-vc5-700,-420
Occleshaw,Lammond,216-711-1662,806-486-6226,121-1RJ-534,4000
Schulze,Dorthy,915-621-7818,361-394-2822,475-GJD-176,5500
Mynard,Amelina,304-809-8894,212-931-2079,565-JE6-148,2800
Tatlow,Glenden,281-666-9216,804-348-2600,124-ZNZ-920,8500
Bortoluzzi,Brittney,561-415-2619,605-171-4473,161-XR7-734,15950
Sadat,Antonin,503-720-5054,785-803-6982,123-m9J-349,-2630
Martelet,Amelie,408-318-8180,918-332-5824,200-K9j-311,2240
Bassingham,Renato,754-574-5728,386-974-5246,662-Mno-067,10780
Lannen,Alexi,330-815-6801,812-977-7594,230-m4Y-831,11360
Ferrer,Rennie,915-292-9807,408-137-6745,946-pVB-566,4710
Pollendine,Niki,626-602-3257,212-474-4039,561-UyQ-243,4260
Etter,Kendre,612-392-9284,404-877-5841,581-Txd-315,2790
Illsley,Ashla,718-426-2995,312-987-2666,584-zF0-857,1910
Tremathick,Daven,914-373-0872,858-320-6847,927-IR5-908,7440
Desporte,Clementine,646-474-8789,808-337-6223,017-GZE-080,7450
Donneely,Juana,916-581-0080,202-731-0161,180-dAT-365,10420
Marcoolyn,Shaina,503-534-6359,303-984-4990,137-y6o-874,11010
Cappell,Bel,937-507-6261,502-240-6900,617-d1s-973,6400
Yantsev,Antone,812-436-8559,305-755-9890,159-nMl-549,10840
Romi,Deck,702-185-0483,765-346-6473,092-7DR-842,-6640
Revey,Sheeree,917-530-3903,559-671-7229,845-WdN-047,6560
Stockin,Waylon,515-784-9816,304-308-3434,054-KRk-236,7450
Clementson,Jasen,754-153-5823,702-822-1428,281-Sqd-027,-1600
Griggs,Zia,714-647-4332,630-401-9922,229-S7S-783,12120
Bawcock,Leone,512-941-3139,805-555-1874,166-fnh-351,2900
Stone,Waring,212-323-4001,408-338-8326,082-6s1-760,10770
Bea,Ario,618-898-4325,724-433-1136,117-Jwe-119,9520
Cavalier,Hart,910-984-4088,303-994-9803,210-y7x-112,2550
Weatherhogg,Rowe,716-613-2560,703-840-7364,240-7K9-152,7030
Constantinou,Meyer,515-275-6876,941-670-5578,615-nSP-426,6510
Macauley,Rodina,806-595-4184,704-686-8362,814-3wF-991,5230
Hissie,Danny,918-868-6399,915-207-4523,033-dm6-552,7450
Shipway,Sheffie,260-824-5769,502-107-9665,798-lmE-680,9300
Odhams,Maud,212-234-5949,202-185-8051,644-V2v-897,7260
Peirpoint,Jaimie,941-907-6294,412-833-1743,447-aKo-583,7970
Leverington,Pooh,210-571-0712,540-130-8105,774-gfv-228,4610
Linnock,Phillie,479-413-6436,714-984-5204,394-hsl-367,5000
Tinson,Roman,309-617-2166,832-779-4180,712-fx9-827,2380
Folks,Yovonnda,515-447-9447,616-615-1304,216-FDs-715,-4340
Shelliday,Babita,214-153-5233,518-693-2155,775-AfS-748,6140
Ashtonhurst,Prentice,512-974-6709,260-185-0587,737-0sb-959,7850
Harbottle,Jobye,202-273-6860,805-701-6250,563-pUZ-825,6490
Carlisi,Forrester,314-309-0443,757-837-6457,894-o0B-838,12490
Quiddihy,Myrta,314-134-9441,213-458-0669,976-HmB-732,-4310
Buesden,Darla,217-713-0096,716-886-0346,744-snD-113,12810
Niave,Mano,251-280-2528,916-214-2253,771-FwH-048,4990
Urwen,Kayle,915-269-0204,559-226-8136,689-aws-559,1560
Lenney,Lucille,334-251-8149,757-106-1010,443-vas-631,1270
Ilden,Ronni,916-271-8859,718-467-3137,309-vEU-010,8080
Wallicker,Querida,859-304-7652,215-812-9094,566-F1S-655,11450
Szanto,Dannie,360-850-9578,952-654-0986,389-HdW-399,3420
Meale,Lennie,954-503-4109,304-159-1665,762-085-724,2580
Bounde,Vergil,706-390-3138,202-606-9426,323-Ap4-304,14900
Ianiello,Kipper,773-871-8611,303-164-7813,882-EwL-522,4570
Balaizot,Amalle,214-489-7140,404-170-2213,960-tYa-684,5540
Pickerin,Andy,309-819-3368,817-956-1276,746-kxc-670,16700
Pimblott,Lucien,202-417-0210,608-880-6898,165-99w-877,1260
Frye,Lonnard,850-575-0117,713-890-9510,714-pLJ-449,-2300
Andrioli,Hillel,405-162-2333,504-160-0140,437-QV9-042,2280
Fessler,Brig,903-752-5674,786-846-6816,472-shu-731,-3340
Mobberley,Kellyann,713-727-8729,253-366-8706,304-MLK-686,2950
Shoesmith,Griffie,501-871-1147,702-829-8966,798-TY1-259,12940
Merdew,Gabi,806-884-9146,414-418-8909,306-kln-423,4710
Prew,Edward,309-349-7148,540-660-6388,671-KsJ-863,-3750
Highman,Randolf,314-863-3491,404-495-2840,550-7Je-727,4250
Daugherty,Gabbie,215-301-3747,313-801-5391,619-g5S-162,10710
Burgise,Dukey,859-801-6640,205-424-5497,611-EFo-679,4210
Titterington,Keith,206-923-3358,407-788-9012,187-bL3-435,13660
Torald,Madison,206-208-7101,571-795-5404,280-TgJ-543,17850
Scandrett,Tobiah,336-485-1612,804-195-7328,481-4jw-834,-750
Povele,Johnathan,214-658-6275,319-289-4435,866-wTf-667,15520
Emlin,Druci,915-231-5805,302-596-0407,317-0py-709,7930
Bollom,Darb,936-973-9349,432-444-5469,688-2X9-191,5820
Bolan,Boonie,213-423-8209,202-172-8364,295-Nd8-105,2520
Heaseman,Birgitta,216-994-0281,210-486-3049,612-gRm-766,4670
Leishman,Renato,559-887-0151,816-682-4060,986-Xo8-069,9320
MacGragh,Mariann,404-765-7562,561-963-2379,446-xXF-145,10710
Lyford,Faydra,915-856-2272,801-515-1010,045-kkn-952,4800
Braga,Chalmers,314-219-0888,254-485-9452,112-5jc-599,1710
Askwith,Dennison,919-995-3724,208-413-2788,827-ckP-171,1630
Spofford,Wood,503-716-0828,774-127-9362,840-3sF-894,9240
Henningham,Clem,602-923-9605,504-263-8039,219-xfS-455,7430
Cheney,Natalie,619-965-8755,760-526-9366,625-1to-419,2890
Fairburne,Karolina,402-223-4463,813-487-7868,122-oQi-453,6820
Clingan,Ruprecht,816-256-0565,518-524-2057,346-7Ip-552,3300
Walden,Ailey,646-126-2850,719-909-8332,926-vFE-099,2800
McGruar,Genia,402-792-4925,832-139-9791,505-ySi-832,1630
Barby,Archie,212-906-4714,919-375-7556,970-zVL-816,7120
Bevis,Ginnie,312-304-5514,612-700-6710,333-N6U-352,4600
Tregunna,Emlyn,585-456-6311,334-359-9192,676-e9V-961,-270
Ogle,Nola,520-239-8245,513-439-8574,020-6bG-013,250
Toten,Essie,903-322-6616,860-950-1803,654-smc-616,-6240
Calwell,Bob,215-561-3853,361-945-1534,328-ixA-938,9210
Biddleston,Damien,510-572-7667,972-717-6141,401-BZW-591,6380
Marie,Auroora,240-462-1532,717-731-3689,229-5mI-317,7220
Dollen,Henrie,617-560-6985,213-458-4462,831-qj1-933,7630
Warsop,Audrye,919-778-2814,412-668-5426,725-imc-620,870
Yegorkov,Jaquith,316-268-8089,202-673-0622,307-dOI-277,6320
Haighton,Viviyan,214-841-1592,650-714-1313,313-DMm-345,5140
Firminger,Loraine,813-237-2818,808-127-1356,736-PBL-608,3700
Daffey,Arch,760-393-9221,601-894-5967,908-DOn-690,8490
Girardet,Julie,773-411-8754,801-125-7514,518-Yp5-583,5970
Key,Orelee,469-809-4716,318-584-8268,650-fWB-111,2990
Diess,Bessy,915-386-5759,412-300-9935,367-TFS-158,4810
Fury,Barton,763-241-7754,775-110-8968,654-7Qf-360,-3360
Prater,Flossie,682-294-0605,210-515-6868,234-uWG-260,14590
Hutfield,Margot,602-431-0013,210-439-7653,805-3eo-409,6840
Asp,Lynn,864-969-3616,434-877-0461,845-oBR-659,-1090
Tzuker,Allina,801-212-3673,925-480-6738,336-wng-510,2480
Bethell,Elisabetta,804-935-9232,203-624-7983,538-5s9-673,1500
Dominiak,Blinni,318-615-6110,443-766-3447,244-OCU-253,-320
Dyne,Hervey,210-183-0416,818-864-9001,206-dJQ-705,14080
Hambleton,Bridie,571-714-1469,765-869-2674,614-WLV-550,-5320
Fenby,Isidro,901-320-7130,405-677-1271,752-oju-052,15530
Coger,Barret,304-542-9038,319-473-0894,933-aDd-587,1640
Heild,Jemmie,907-153-4302,513-505-2589,083-3PW-531,6350
Del Monte,Arte,304-951-4355,402-213-2346,593-AsW-911,4080
